id,description,categories,model,name,brand,url,avatar,image_additional1,image_additional2,image_additional3,image_additional4,price_b2c,price_b2b,TVA,quantity,gen,greutate,latime,lungime,varsta
3557,"Set magnetic de construit, Roti amuzante, Magformers Creați vehicule 3D interesante cu cele 20 de forme geometrice magnetice colorate pe care le puteți manevra cu telecomanda inclusă. Acest set adaugă o nouă dimensiune jocului de construcție - mai ales prin combinarea cu alte seturi Magformers. Conceptul 3D Brain Training dezvoltat de Magformers îi ajută pe copii să dezvolte o gândire tridimensională cuprinzătoare prin joc. Copiii pot folosi formele geometrice de bază pentru a crea planuri plate 2D (cunoscute sub numele de plase) pe care apoi le trag în sus și realizează figuri 3D. Piesele Magformers se apropie, apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, posibilitățile de construcție devin nelimitate. Telecomanda funcționează cu 2 x baterii AAA, iar blocul de telecomandă pentru sub vehicul funcționează cu 3 x baterii AAA (bateriile nu sunt incluse). Piesele conțin magneți neodim pentru conectivitate garantată. Magneții sunt încapsulați în interiorul pieselor, și, deoarece se rotesc, atrag întotdeauna și nu resping niciodată - făcând construcția modelelor rapidă și ușoară. Magformers are un record de siguranță 100% global și se conformează tuturor directivelor globale majore privind siguranța jucăriilor. Conține 20 de piese – forme geometrice, diverse tipuri de roti, accesorii. Confecționat din plastic BPA (nontoxic). Conform standardelor EN71. Vârsta recomandată + 3 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține magneți! Inghitirea lor poate provoca complicatii care pot duce pana la infectii si moarte. Contactati imediat medicul in caz de inghitire. A se utiliza sub directa supraveghere a unui adult.","Jocuri||Outlet %","clics_707012","Set magnetic Roti amuzante, Magformers","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-roti-amuzante-magformers-3557","https://cdnmpro.com/708224949/p/raw/0/set-magnetic-roti-amuzante-magformers~9050.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-roti-amuzante-magformers~9047.jpg","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-roti-amuzante-magformers~9048.jpg","https://cdnmpro.com/708224949/p/raw/9/set-magnetic-roti-amuzante-magformers~9049.jpg","https://cdnmpro.com/708224949/p/raw/9/set-magnetic-roti-amuzante-magformers~13489.jpg",541,,"tva21",0,"Baiat","0.9 kg",,"38 cm","6 - 9, 9+"
3558,"Set de construit Vehicule de constructie Proiectate și dezvoltate de specialiștii Clics - marcă de jucării multipremiată, seturile de construit Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, ele reunesc piese și accesorii cu un mod inedit de a îmbinare a pieselor dezvoltând îndemânarea, creativitatea și imaginația copiilor. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, seturile de construit permit copiilor să creeze aproape orice își imaginează. Clicformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Diferitele seturi pot fi combinate liber între ele, astfel încât se pot crea structuri din ce în ce mai mari! Conține 90 de piese click + 32 de accesorii și autocolante. Sunt incluse planuri de construcție pentru a construi 5 vehicule de construcții cum ar fi camion, stivuitor, excavator, buldozer, etc. Confecționat din plastic reciclat. Conform standardelor EN71. Vârsta recomandată 6 - 12 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri","clics_BC009","Set de construit Vehicule de constructie, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-vehicule-de-constructie-clicformers-3558","https://cdnmpro.com/708224949/p/raw/0/set-de-construit-vehicule-de-constructie-clicformers~9040.jpg","https://cdnmpro.com/708224949/p/raw/1/set-de-construit-vehicule-de-constructie-clicformers~9041.jpg","https://cdnmpro.com/708224949/p/raw/2/set-de-construit-vehicule-de-constructie-clicformers~9042.jpg","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-vehicule-de-constructie-clicformers~9043.jpg","https://cdnmpro.com/708224949/p/raw/4/set-de-construit-vehicule-de-constructie-clicformers~9044.jpg",201,,"tva21",0,"Baiat","0.8 kg",,"41 cm","6 - 9, 9+"
3559,"Drăguț și simplu, acest set cu 10 piese este introducerea perfectă în lumea distractivă a jocului magnetic Stick-O pentru copii mici. Două piese zornăitoare (o bilă și o formă de litera D, ambele conținând mărgele minuscule) adaugă componentă senzorială audio la distracția construcției magnetice. Piesele Stick-O au sistemul de magneți rotativi (RMS) supersigur, inițiat de Magformers, în care magneții disc mici, dar puternici, din neodim sunt etanșați în siguranță în interiorul pieselor principale. Deoarece se rotesc, atrag întotdeauna și nu resping niciodată - făcând construcția modelelor rapidă și ușoară. pentru mânuțele mici. Toate seturile Stick-O sunt complet compatibile. Confecționat din plastic BPA (nontoxic). Conform standardelor EN71. Vârsta recomandată + 18 luni. AVERTISMENT: Contraindicat copiilor sub 18 luni. Conține magneți! Inghitirea lor poate provoca complicatii care pot duce pana la infectii si moarte. Contactati imediat medicul in caz de inghitire. A se utiliza sub directa supraveghere a unui adult. Distribuit de Clicstoys, Belgia.","Jocuri||Outlet %","clics_902008","Joc cu magneti Stick-O, Prieteni pop","Clicstoys","https://www.boribon.ro/cumpara/joc-cu-magneti-stick-o-prieteni-pop-3559","https://cdnmpro.com/708224949/p/raw/4/joc-cu-magneti-stick-o-prieteni-pop~9034.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-stick-o-prieteni-pop~9035.jpg","https://cdnmpro.com/708224949/p/raw/6/joc-cu-magneti-stick-o-prieteni-pop~9036.jpg","https://cdnmpro.com/708224949/p/raw/1/joc-cu-magneti-stick-o-prieteni-pop~13501.jpg","https://cdnmpro.com/708224949/p/raw/3/joc-cu-magneti-stick-o-prieteni-pop~13503.jpg",181,,"tva21",3,"Baiat, Fata","0.3 kg",,"17 cm","1 - 3"
3874,"Set cuburi din spuma cu magnet Blockaroo, Automobil 13 piese Cuburi pentru construit - sigure, ușoare, versatile Blocurile Blockaroo sunt un mod inovator de a construi - fac clic împreună ca prin magie, se rotesc la 360 de grade și se atrag întotdeauna unul de celălalt, creând o experiență multisenzorială pe care copiii o adoră! Ele îi permit copilului să exploreze formele, culorile, dezvoltă abilități de inginerie și gândire creativă. Fac din timpul băii o distracție și o experiență pe care copiii o așteaptă cu nerăbdare! Copiii pot să construiască orice - oferă ore întregi de joc creativ captivant care ajută mințile în dezvoltare să crească! Combinați seturile pentru creații mai mari și mai nebunești! Sunt non-toxice, conforme standardelor internaționale de testare pentru siguranță. Se spală în mașina de spălat vase. Vârsta recomandată: +18 luni. AVERTISMENT! Contraindicat copiilor sub 18 luni. Contine magneti! A se folosi sub directa supraveghere a unei persoane adulte. Asigurati-va ca ati citit toate atentionarile inainte de a inmana jucaria copilului. Acest produs contine magneti. Inghitirea lor poate provoca complicatii care pot duce pana la infectii si moarte. Contactati imediat medicul in caz de inghitire. Nu se pun in foc. Se pot spala in masina de spalat vase sau rufe. Nu lasati copilul sa bage piesele in gura, risc de inghitire. A se inlatura imediat magnetul in cazul desprinderii. A nu se curata cu detergent, inalbitor sau alcool. A nu se depozita in locuri cu umiditate crescuta, in soare sau la temperaturi inalte. A nu se folosi la exterior. A nu se folosi parti dezasamblate, deteriorate, deformate. A nu se taia, dezasambla sau incalzi piesele. A nu se introduce in cuptor sau la microunde. A se pastra departe de obiecte care pot fi afectate magnetic precum TV, ceas, computer, mobil, dispozitiv portabil de stocare. Indepartati ambalajul inainte de a inmana jucaria copilului.Producator: Blue Marble, USA. Fabricate in China.Import Clics toys, Belgia.","Jocuri||De Bebe||Toate||De construit||Educative||STEM||Magnetice","blockaroo_301004","Set cuburi din spuma cu magnet Blockaroo, Automobil 13 piese","Clicstoys","https://www.boribon.ro/cumpara/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese-3874","https://cdnmpro.com/708224949/p/raw/9/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese~10049.jpg","https://cdnmpro.com/708224949/p/raw/5/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese~10045.jpg","https://cdnmpro.com/708224949/p/raw/6/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese~10046.jpg","https://cdnmpro.com/708224949/p/raw/7/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese~10047.jpg","https://cdnmpro.com/708224949/p/raw/9/set-cuburi-din-spuma-cu-magnet-blockaroo-automobil-13-piese~14209.jpg",276.57,,"tva21",1,"Baiat, Fata","0.3 kg",,"28 cm","1 - 3, 3 - 6"
3875,"Set de construit cu magnet Spaghetteez Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Faceți clic, răsuciți și creați! Construiește cu cele mai inedite instrumente - Spaghetteez, bețișoare moi, flexibile, de diferite culori și dimensiuni. Ele pot fi ușor răsucite și unite, astfel încât copilul să se poată exprima în cel mai creativ mod. Iar când vreți modele noi, nu e nicio problemă, desfaceți bețișoarele spaghetteez și o luați de la capăt, pentru că se pot folosi ori de câte ori doriți. Conține 35 de bețișoare, broșura cu instrucțiuni și modele pas cu pas. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Clics toys, Belgia.","Jocuri||De construit||STEM||Magnetice","Spaghet101005","Set de construit cu magnet Spaghetteez 35 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-cu-magnet-spaghetteez-35-piese-3875","https://cdnmpro.com/708224949/p/raw/1/set-de-construit-cu-magnet-spaghetteez-35-piese~10051.jpg","https://cdnmpro.com/708224949/p/raw/0/set-de-construit-cu-magnet-spaghetteez-35-piese~10050.jpg","https://cdnmpro.com/708224949/p/raw/2/set-de-construit-cu-magnet-spaghetteez-35-piese~10052.jpg","https://cdnmpro.com/708224949/p/raw/2/set-de-construit-cu-magnet-spaghetteez-35-piese~14212.jpg","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-cu-magnet-spaghetteez-35-piese~14213.jpg",72,,"tva21",6,"Baiat, Fata","0.3 kg",,"23 cm","3 - 6"
3876,"Drăguț și simplu, acest set cu 14 piese este introducerea perfectă în lumea distractivă a jocului magnetic Stick-O pentru copii mici. Piesele Stick-O au sistemul de magneți rotativi (RMS) super sigur, inițiat de Magformers, în care magneții disc mici, dar puternici, din neodim sunt etanșați în siguranță în interiorul pieselor principale. Deoarece se rotesc, atrag întotdeauna și nu resping niciodată - făcând construcția modelelor rapidă și ușoară. pentru mânuțele mici. Toate seturile Stick-O sunt complet compatibile. Confecționat din plastic BPA (nontoxic). Conform standardelor EN71. Vârsta recomandată + 18 luni. AVERTISMENT: Contraindicat copiilor sub 18 luni. Conține magneți! Inghitirea lor poate provoca complicatii care pot duce pana la infectii si moarte. Contactati imediat medicul in caz de inghitire. A se utiliza sub directa supraveghere a unui adult. Distribuit de Clicstoys, Belgia.","Jocuri||Outlet %","clics_904001","Joc cu magneti Stick-O, Bumba","Clicstoys","https://www.boribon.ro/cumpara/joc-cu-magneti-stick-o-bumba-3876","https://cdnmpro.com/708224949/p/raw/7/joc-cu-magneti-stick-o-bumba~10057.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-stick-o-bumba~10055.jpg","https://cdnmpro.com/708224949/p/raw/6/joc-cu-magneti-stick-o-bumba~10056.jpg","https://cdnmpro.com/708224949/p/raw/4/joc-cu-magneti-stick-o-bumba~14214.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-stick-o-bumba~14215.jpg",181,,"tva21",4,"Baiat, Fata","0.3 kg",,"22 cm","1 - 3"
3878,"Set Clicformers cu 127 de piese cu ajutorul cărora poți construi 8 modele de vehicule din recuzita pompierilor. Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, Clicformers reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clicformers permite copiilor să creeze aproape orice își imaginează, oferind piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Vârsta recomandată: +6 ani.Piesele și ambalajul sunt confecționate în întregime din plastic reciclat, fiind un produs sustenabil.AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri","clics_CB197-04","Set Clics de construit vehicule pompieri 8 in 1","Clicstoys","https://www.boribon.ro/cumpara/set-clics-de-construit-vehicule-pompieri-8-in-1-3878","https://cdnmpro.com/708224949/p/raw/6/set-clics-de-construit-vehicule-pompieri-8-in-1~10066.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clics-de-construit-vehicule-pompieri-8-in-1~10064.jpg","https://cdnmpro.com/708224949/p/raw/5/set-clics-de-construit-vehicule-pompieri-8-in-1~10065.jpg","https://cdnmpro.com/708224949/p/raw/7/set-clics-de-construit-vehicule-pompieri-8-in-1~10067.jpg","https://cdnmpro.com/708224949/p/raw/8/set-clics-de-construit-vehicule-pompieri-8-in-1~14218.jpg",150,,"tva21",3,"Baiat, Fata","1 kg",,"22 cm","3 - 6, 6 - 9"
3879,"Set Clicformers cu 135 de piese cu ajutorul cărora poți construi 8 modele de vehicule din recuzita poliției. Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, Clicformers reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clicformers permite copiilor să creeze aproape orice își imaginează, oferind piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Vârsta recomandată: +6 ani.Piesele și ambalajul sunt confecționate în întregime din plastic reciclat, fiind un produs sustenabil.AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri","clics_CB196-04","Set Clics de construit vehicule de politie 8 in 1","Clicstoys","https://www.boribon.ro/cumpara/set-clics-de-construit-vehicule-de-politie-8-in-1-3879","https://cdnmpro.com/708224949/p/raw/1/set-clics-de-construit-vehicule-de-politie-8-in-1~10071.jpg","https://cdnmpro.com/708224949/p/raw/8/set-clics-de-construit-vehicule-de-politie-8-in-1~10068.jpg","https://cdnmpro.com/708224949/p/raw/9/set-clics-de-construit-vehicule-de-politie-8-in-1~10069.jpg","https://cdnmpro.com/708224949/p/raw/0/set-clics-de-construit-vehicule-de-politie-8-in-1~10070.jpg","https://cdnmpro.com/708224949/p/raw/1/set-clics-de-construit-vehicule-de-politie-8-in-1~14221.jpg",150,,"tva21",0,"Baiat, Fata","1 kg",,"22 cm","3 - 6, 6 - 9"
3880,"Set Clicformers cu 123 de piese cu ajutorul cărora poți construi 5 modele de vehicule de santier. Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, Clicformers reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clicformers permite copiilor să creeze aproape orice își imaginează, oferind piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Vârsta recomandată: +4 ani.Piesele și ambalajul sunt confecționate în întregime din plastic reciclat, fiind un produs sustenabil.AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia.","Jocuri","clics_CB199-04","Set Clics de construit vehicule de constructie 5 in 1","Clicstoys","https://www.boribon.ro/cumpara/set-clics-de-construit-vehicule-de-constructie-5-in-1-3880","https://cdnmpro.com/708224949/p/raw/3/set-clics-de-construit-vehicule-de-constructie-5-in-1~10073.jpg","https://cdnmpro.com/708224949/p/raw/2/set-clics-de-construit-vehicule-de-constructie-5-in-1~10072.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clics-de-construit-vehicule-de-constructie-5-in-1~10074.jpg","https://cdnmpro.com/708224949/p/raw/5/set-clics-de-construit-vehicule-de-constructie-5-in-1~10075.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clics-de-construit-vehicule-de-constructie-5-in-1~14224.jpg",150,,"tva21",7,"Baiat, Fata","1 kg",,"22 cm","3 - 6, 6 - 9"
3881,"Set Clicformers cu 377 de piese și 15 modele de construcție în cutie cu role, pentru depozitare și transport ușor.Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, Clicformers reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clicformers permite copiilor să creeze aproape orice își imaginează, oferind piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Vârsta recomandată: 4-12 ani.Piesele și ambalajul sunt confecționate în întregime din plastic reciclat, fiind un produs sustenabil.AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte.Producător: Clics Toys, Belgia. Recomandat pentru grădinițe.","Jocuri","clics_CB411","Set Clics de construit 15 in 1","Clicstoys","https://www.boribon.ro/cumpara/set-clics-de-construit-15-in-1-3881","https://cdnmpro.com/708224949/p/raw/7/set-clics-de-construit-15-in-1~10077.jpg","https://cdnmpro.com/708224949/p/raw/6/set-clics-de-construit-15-in-1~10076.jpg","https://cdnmpro.com/708224949/p/raw/8/set-clics-de-construit-15-in-1~10078.jpg","https://cdnmpro.com/708224949/p/raw/9/set-clics-de-construit-15-in-1~10079.jpg","https://cdnmpro.com/708224949/p/raw/0/set-clics-de-construit-15-in-1~10080.jpg",388,,"tva21",3,"Baiat, Fata","3 kg",,"37 cm","3 - 6, 6 - 9"
4171,"Set de construit 5 modele Construiește o mașină de curse, un jet ski sau o rachetă - jocul plug-in de la Clicformers promovează creativitatea și abilitățile motorii ale copilului. Jocurile Clics sunt fabricate în Belgia și din materiale reciclate, atât blocurile Clics, cât și ambalajul din plastic. În acest fel, Clics Toys își reduce amprenta de carbon cu 90% și se străduiesc să caute în continuare soluții pentru a reduce povara ecologică asupra planetei noastre și a locuitorilor ei.Această jucărie este cadoul ideal pentru Crăciun sau zile de naștere. Diferitele seturi Clicformers pot fi combinate între ele și extinse după dorință, astfel încât nu există limite pentru jocul creativ.Conține 47 de blocuri de construcție, 22 de accesorii, autocolante pentru a crea cel puțin 5 figuri în mod realist. Confecționat din plastic reciclat. Conform standardelor EN71. Vârsta recomandată 4 - 9 ani. AVERTISMENT: Contraindicat copiilor sub 3 ani. Conține piese mici. A se utiliza sub directa supraveghere a unui adult.","Jocuri","clics_RC001","Set de construit 5 in 1, Clicformers","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-5-in-1-clicformers-4171","https://cdnmpro.com/708224949/p/raw/5/set-de-construit-5-in-1-clicformers~11105.jpg","https://cdnmpro.com/708224949/p/raw/1/set-de-construit-5-in-1-clicformers~11101.jpg","https://cdnmpro.com/708224949/p/raw/2/set-de-construit-5-in-1-clicformers~11102.jpg","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-5-in-1-clicformers~11103.jpg","https://cdnmpro.com/708224949/p/raw/4/set-de-construit-5-in-1-clicformers~11104.jpg",90,,"tva21",1,"Baiat","0.8 kg",,"41 cm","3 - 6, 6 - 9"
4173,"Magimals Ferma Porc, pui sau o combinație din cele 2, după bunul plac al copilului. Animale magnetice care pot fi complet transformate! 2 animăluțe Mix&Match compuse din 3 părți: picioare, corp și cap, sunt pregătite să se alăture micuțului tău chiar și în cadă pentru o aventură distractivă! Confecționate din material moale, sigur, non-toxic, lavabil, rezistent la dentiția bebelușului. Animalele se asamblează ușor datorită magneților puternici și siguri (încapsulați), pot fi strânse și mușcate. Fără orificii mici, nu există riscul acumulării bacteriilor. Fără mirosuri de mucegai! Se curăță ușor cu apă caldă. Magimals stimulează imaginația și susțin dezvoltarea cognitivă a copiilor, oferind o oportunitate excelentă pentru a exersa atingerea, prinderea, mobilitatea degetelor și a încheieturii mâinii, dezvoltarea gândirii logice. Vârstă recomandată: 1-5 ani. AVERTISMENT: Conține magneți! A se utiliza sub directa supraveghere a unui adult. Fabricat în Belgia de Clicstoys.","Jocuri||De Bebe||De construit||Magnetice","clics_401001","Joc cu magneti Magimals Ferma","Clicstoys","https://www.boribon.ro/cumpara/joc-cu-magneti-magimals-ferma-4173","https://cdnmpro.com/708224949/p/raw/0/joc-cu-magneti-magimals-ferma~11120.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-magimals-ferma~11115.jpg","https://cdnmpro.com/708224949/p/raw/6/joc-cu-magneti-magimals-ferma~11116.jpg","https://cdnmpro.com/708224949/p/raw/7/joc-cu-magneti-magimals-ferma~11117.jpg","https://cdnmpro.com/708224949/p/raw/8/joc-cu-magneti-magimals-ferma~11118.jpg",129,,"tva21",9,"Baiat, Fata","0.3 kg",,"16 cm","1 - 3"
4174,"Magimals Pinguin si Caracatita Pinguin, caracatiță sau o combinație din cele 2, după bunul plac al copilului. Animale magnetice care pot fi complet transformate! 2 animăluțe Mix&Match compuse din 3 părți: picioare, corp și cap, sunt pregătite să se alăture micuțului tău chiar și în cadă pentru o aventură distractivă! Confecționate din material moale, sigur, non-toxic, lavabil, rezistent la dentiția bebelușului. Animalele se asamblează ușor datorită magneților puternici și siguri (încapsulați), pot fi strânse și mușcate. Fără orificii mici, nu există riscul acumulării bacteriilor. Fără mirosuri de mucegai! Se curăță ușor cu apă caldă. Magimals stimulează imaginația și susțin dezvoltarea cognitivă a copiilor, oferind o oportunitate excelentă pentru a exersa atingerea, prinderea, mobilitatea degetelor și a încheieturii mâinii, dezvoltarea gândirii logice. Vârstă recomandată: 1-5 ani. AVERTISMENT: Conține magneți! A se utiliza sub directa supraveghere a unui adult. Fabricat în Belgia de Clicstoys.","Jocuri||De Bebe||De construit||Magnetice","clics_401003","Joc cu magneti Magimals Pinguin si caracatita","Clicstoys","https://www.boribon.ro/cumpara/joc-cu-magneti-magimals-pinguin-si-caracatita-4174","https://cdnmpro.com/708224949/p/raw/2/joc-cu-magneti-magimals-pinguin-si-caracatita~11132.jpg","https://cdnmpro.com/708224949/p/raw/4/joc-cu-magneti-magimals-pinguin-si-caracatita~11124.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-magimals-pinguin-si-caracatita~11125.jpg","https://cdnmpro.com/708224949/p/raw/6/joc-cu-magneti-magimals-pinguin-si-caracatita~11126.jpg","https://cdnmpro.com/708224949/p/raw/7/joc-cu-magneti-magimals-pinguin-si-caracatita~11127.jpg",129,,"tva21",9,"Baiat, Fata","0.3 kg",,"16 cm","1 - 3"
4175,"Set magnetic de construit Wow Plus 18 piese Construiește peste 30 de vehicule magnetice diferite cu forme magnetice, roți și un personaj pilot de curse! Urmați fișele de idei sau construiți propria viziune! Acest set include 8 triunghiuri, 5 pătrate, pătrat scaun, 2 seturi roți, figurină, cască.Broșură cu idei educaționale pas cu pas cu idei și instrucțiuni de urmat. Dezvoltă recunoașterea culorilor și a formelor, abilitățile motorii fine și capacitatea de rezolvare a problemelor.Magneți din neodim pentru o conectivitate garantată. Compatibil cu toate formele și accesoriile Magformers. Confecționat din plastic ABS de înaltă calitate, super rezistent, sigur și durabil, fără BPA. În conformitate cu CE, ASTM și EN71.Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, Magformers înseamnă mai mult decât o simplă jucărie. Reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltând îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani.AVERTISMENT! Contraindicat copiilor sub 3 ani. Conține magneți! A se folosi sub directa supraveghere a unei persoane adulte.Producător: Magformers, Korea.","Jocuri||Outlet %","clics_707020","Set magnetic de construit- Magformers Wow Plus, 18 piese","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-magformers-wow-plus-18-piese-4175","https://cdnmpro.com/708224949/p/raw/5/set-magnetic-de-construit-magformers-wow-plus-18-piese~11135.jpg","https://cdnmpro.com/708224949/p/raw/3/set-magnetic-de-construit-magformers-wow-plus-18-piese~11133.jpg","https://cdnmpro.com/708224949/p/raw/4/set-magnetic-de-construit-magformers-wow-plus-18-piese~11134.jpg","https://cdnmpro.com/708224949/p/raw/6/set-magnetic-de-construit-magformers-wow-plus-18-piese~11136.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-magformers-wow-plus-18-piese~11137.jpg",371,,"tva21",5,"","0.8 kg",,"26 cm","3 - 6, 6 - 9"
